,Date image,no-data: 0,non-water: 1,water: 2
0,JRC_GSW1_4_Monthlyhistory_Ganges_1999-04_r10,0,500000,0
1,JRC_GSW1_4_Monthlyhistory_Ganges_2000-04_r10,0,500000,0
2,JRC_GSW1_4_Monthlyhistory_Ganges_2001-04_r10,0,500000,0
3,JRC_GSW1_4_Monthlyhistory_Ganges_2002-04_r10,0,547,479259
4,JRC_GSW1_4_Monthlyhistory_Ganges_2003-04_r10,0,0,476843
5,JRC_GSW1_4_Monthlyhistory_Ganges_2004-04_r10,0,904,477121
6,JRC_GSW1_4_Monthlyhistory_Ganges_2005-04_r10,0,9906,471019
7,JRC_GSW1_4_Monthlyhistory_Ganges_2006-04_r10,0,0,480101
8,JRC_GSW1_4_Monthlyhistory_Ganges_2007-04_r10,0,0,477623
9,JRC_GSW1_4_Monthlyhistory_Ganges_2008-04_r10,0,1087,478936
10,JRC_GSW1_4_Monthlyhistory_Ganges_2009-04_r10,0,0,477246
11,JRC_GSW1_4_Monthlyhistory_Ganges_2010-04_r10,0,0,481591
12,JRC_GSW1_4_Monthlyhistory_Ganges_2011-04_r10,0,43923,439726
13,JRC_GSW1_4_Monthlyhistory_Ganges_2012-04_r10,0,35918,442903
14,JRC_GSW1_4_Monthlyhistory_Ganges_2013-04_r10,0,0,477680
15,JRC_GSW1_4_Monthlyhistory_Ganges_2014-04_r10,0,0,473204
16,JRC_GSW1_4_Monthlyhistory_Ganges_2015-04_r10,0,40,474925
17,JRC_GSW1_4_Monthlyhistory_Ganges_2016-04_r10,0,0,482601
18,JRC_GSW1_4_Monthlyhistory_Ganges_2017-04_r10,0,0,478247
19,JRC_GSW1_4_Monthlyhistory_Ganges_2018-04_r10,0,0,482063
20,JRC_GSW1_4_Monthlyhistory_Ganges_2019-04_r10,0,0,476013
21,JRC_GSW1_4_Monthlyhistory_Ganges_2020-04_r10,0,0,472938
22,JRC_GSW1_4_Monthlyhistory_Ganges_2021-04_r10,0,0,480895
