,Date image,no-data: 0,non-water: 1,water: 2
0,JRC_GSW1_4_Monthlyhistory_Ganges_1999-02_r6,0,500000,0
1,JRC_GSW1_4_Monthlyhistory_Ganges_2000-02_r6,0,195042,276273
2,JRC_GSW1_4_Monthlyhistory_Ganges_2001-02_r6,0,172733,309230
3,JRC_GSW1_4_Monthlyhistory_Ganges_2002-02_r6,0,4744,459113
4,JRC_GSW1_4_Monthlyhistory_Ganges_2003-02_r6,0,112956,361926
5,JRC_GSW1_4_Monthlyhistory_Ganges_2004-02_r6,0,1000,460886
6,JRC_GSW1_4_Monthlyhistory_Ganges_2005-02_r6,0,31046,439004
7,JRC_GSW1_4_Monthlyhistory_Ganges_2006-02_r6,0,490,470954
8,JRC_GSW1_4_Monthlyhistory_Ganges_2007-02_r6,0,4326,465634
9,JRC_GSW1_4_Monthlyhistory_Ganges_2008-02_r6,0,12368,461643
10,JRC_GSW1_4_Monthlyhistory_Ganges_2009-02_r6,0,1242,465021
11,JRC_GSW1_4_Monthlyhistory_Ganges_2010-02_r6,0,8300,462621
12,JRC_GSW1_4_Monthlyhistory_Ganges_2011-02_r6,0,382732,99097
13,JRC_GSW1_4_Monthlyhistory_Ganges_2012-02_r6,0,57667,412516
14,JRC_GSW1_4_Monthlyhistory_Ganges_2013-02_r6,0,226932,252816
15,JRC_GSW1_4_Monthlyhistory_Ganges_2014-02_r6,0,38272,422623
16,JRC_GSW1_4_Monthlyhistory_Ganges_2015-02_r6,0,21744,452199
17,JRC_GSW1_4_Monthlyhistory_Ganges_2016-02_r6,0,1778,469807
18,JRC_GSW1_4_Monthlyhistory_Ganges_2017-02_r6,0,1692,462709
19,JRC_GSW1_4_Monthlyhistory_Ganges_2018-02_r6,0,26396,446442
20,JRC_GSW1_4_Monthlyhistory_Ganges_2019-02_r6,0,11222,455887
21,JRC_GSW1_4_Monthlyhistory_Ganges_2020-02_r6,0,59272,405533
22,JRC_GSW1_4_Monthlyhistory_Ganges_2021-02_r6,0,18566,447626
