,Date image,no-data: 0,non-water: 1,water: 2
0,JRC_GSW1_4_Monthlyhistory_Ganges_1999-02_r4,0,500000,0
1,JRC_GSW1_4_Monthlyhistory_Ganges_2000-02_r4,0,468851,27222
2,JRC_GSW1_4_Monthlyhistory_Ganges_2001-02_r4,0,500000,0
3,JRC_GSW1_4_Monthlyhistory_Ganges_2002-02_r4,0,263691,207934
4,JRC_GSW1_4_Monthlyhistory_Ganges_2003-02_r4,0,317531,159033
5,JRC_GSW1_4_Monthlyhistory_Ganges_2004-02_r4,0,250083,219231
6,JRC_GSW1_4_Monthlyhistory_Ganges_2005-02_r4,0,260017,208763
7,JRC_GSW1_4_Monthlyhistory_Ganges_2006-02_r4,0,250734,222212
8,JRC_GSW1_4_Monthlyhistory_Ganges_2007-02_r4,0,258159,214791
9,JRC_GSW1_4_Monthlyhistory_Ganges_2008-02_r4,0,286843,188540
10,JRC_GSW1_4_Monthlyhistory_Ganges_2009-02_r4,0,251405,220709
11,JRC_GSW1_4_Monthlyhistory_Ganges_2010-02_r4,0,254782,219789
12,JRC_GSW1_4_Monthlyhistory_Ganges_2011-02_r4,0,498124,1828
13,JRC_GSW1_4_Monthlyhistory_Ganges_2012-02_r4,0,254686,222554
14,JRC_GSW1_4_Monthlyhistory_Ganges_2013-02_r4,0,500000,0
15,JRC_GSW1_4_Monthlyhistory_Ganges_2014-02_r4,0,258220,212190
16,JRC_GSW1_4_Monthlyhistory_Ganges_2015-02_r4,0,255081,217173
17,JRC_GSW1_4_Monthlyhistory_Ganges_2016-02_r4,0,252052,221147
18,JRC_GSW1_4_Monthlyhistory_Ganges_2017-02_r4,0,252954,217012
19,JRC_GSW1_4_Monthlyhistory_Ganges_2018-02_r4,0,254955,219927
20,JRC_GSW1_4_Monthlyhistory_Ganges_2019-02_r4,0,254826,216508
21,JRC_GSW1_4_Monthlyhistory_Ganges_2020-02_r4,0,266813,203892
22,JRC_GSW1_4_Monthlyhistory_Ganges_2021-02_r4,0,249858,223430
