,Date image,no-data: 0,non-water: 1,water: 2
0,JRC_GSW1_4_Monthlyhistory_Ganges_1999-03_r7,0,500000,0
1,JRC_GSW1_4_Monthlyhistory_Ganges_2000-03_r7,0,194028,279101
2,JRC_GSW1_4_Monthlyhistory_Ganges_2001-03_r7,0,2849,467741
3,JRC_GSW1_4_Monthlyhistory_Ganges_2002-03_r7,0,37560,433837
4,JRC_GSW1_4_Monthlyhistory_Ganges_2003-03_r7,0,260877,223860
5,JRC_GSW1_4_Monthlyhistory_Ganges_2004-03_r7,0,300,472283
6,JRC_GSW1_4_Monthlyhistory_Ganges_2005-03_r7,0,366,471562
7,JRC_GSW1_4_Monthlyhistory_Ganges_2006-03_r7,0,561,475303
8,JRC_GSW1_4_Monthlyhistory_Ganges_2007-03_r7,0,499,472564
9,JRC_GSW1_4_Monthlyhistory_Ganges_2008-03_r7,0,398,477967
10,JRC_GSW1_4_Monthlyhistory_Ganges_2009-03_r7,0,1363,473181
11,JRC_GSW1_4_Monthlyhistory_Ganges_2010-03_r7,0,148619,334886
12,JRC_GSW1_4_Monthlyhistory_Ganges_2011-03_r7,0,476,474413
13,JRC_GSW1_4_Monthlyhistory_Ganges_2012-03_r7,0,50938,426908
14,JRC_GSW1_4_Monthlyhistory_Ganges_2013-03_r7,0,77739,399336
15,JRC_GSW1_4_Monthlyhistory_Ganges_2014-03_r7,0,0,467086
16,JRC_GSW1_4_Monthlyhistory_Ganges_2015-03_r7,0,7,470350
17,JRC_GSW1_4_Monthlyhistory_Ganges_2016-03_r7,0,0,477250
18,JRC_GSW1_4_Monthlyhistory_Ganges_2017-03_r7,0,117514,363464
19,JRC_GSW1_4_Monthlyhistory_Ganges_2018-03_r7,0,0,476238
20,JRC_GSW1_4_Monthlyhistory_Ganges_2019-03_r7,0,26,472458
21,JRC_GSW1_4_Monthlyhistory_Ganges_2020-03_r7,0,4,468767
22,JRC_GSW1_4_Monthlyhistory_Ganges_2021-03_r7,0,0,474285
