,Date image,no-data: 0,non-water: 1,water: 2
0,JRC_GSW1_4_Monthlyhistory_Ganges_1999-04_r11,0,500000,0
1,JRC_GSW1_4_Monthlyhistory_Ganges_2000-04_r11,0,500000,0
2,JRC_GSW1_4_Monthlyhistory_Ganges_2001-04_r11,0,500000,0
3,JRC_GSW1_4_Monthlyhistory_Ganges_2002-04_r11,0,2341,479341
4,JRC_GSW1_4_Monthlyhistory_Ganges_2003-04_r11,0,0,478237
5,JRC_GSW1_4_Monthlyhistory_Ganges_2004-04_r11,0,0,477497
6,JRC_GSW1_4_Monthlyhistory_Ganges_2005-04_r11,0,0,478974
7,JRC_GSW1_4_Monthlyhistory_Ganges_2006-04_r11,0,0,481195
8,JRC_GSW1_4_Monthlyhistory_Ganges_2007-04_r11,0,0,478294
9,JRC_GSW1_4_Monthlyhistory_Ganges_2008-04_r11,0,0,480717
10,JRC_GSW1_4_Monthlyhistory_Ganges_2009-04_r11,0,0,478290
11,JRC_GSW1_4_Monthlyhistory_Ganges_2010-04_r11,0,0,483248
12,JRC_GSW1_4_Monthlyhistory_Ganges_2011-04_r11,0,63,481451
13,JRC_GSW1_4_Monthlyhistory_Ganges_2012-04_r11,0,28295,450835
14,JRC_GSW1_4_Monthlyhistory_Ganges_2013-04_r11,0,0,478052
15,JRC_GSW1_4_Monthlyhistory_Ganges_2014-04_r11,0,0,474599
16,JRC_GSW1_4_Monthlyhistory_Ganges_2015-04_r11,0,46,472812
17,JRC_GSW1_4_Monthlyhistory_Ganges_2016-04_r11,0,0,482443
18,JRC_GSW1_4_Monthlyhistory_Ganges_2017-04_r11,0,0,477703
19,JRC_GSW1_4_Monthlyhistory_Ganges_2018-04_r11,0,0,482177
20,JRC_GSW1_4_Monthlyhistory_Ganges_2019-04_r11,0,0,476734
21,JRC_GSW1_4_Monthlyhistory_Ganges_2020-04_r11,0,0,473036
22,JRC_GSW1_4_Monthlyhistory_Ganges_2021-04_r11,0,0,481240
