,Date image,no-data: 0,non-water: 1,water: 2
0,JRC_GSW1_4_Monthlyhistory_Ganges_1999-02_r11,0,500000,0
1,JRC_GSW1_4_Monthlyhistory_Ganges_2000-02_r11,0,499782,216
2,JRC_GSW1_4_Monthlyhistory_Ganges_2001-02_r11,0,494445,4974
3,JRC_GSW1_4_Monthlyhistory_Ganges_2002-02_r11,0,17897,455645
4,JRC_GSW1_4_Monthlyhistory_Ganges_2003-02_r11,0,28387,447550
5,JRC_GSW1_4_Monthlyhistory_Ganges_2004-02_r11,0,72869,403805
6,JRC_GSW1_4_Monthlyhistory_Ganges_2005-02_r11,0,5861,470239
7,JRC_GSW1_4_Monthlyhistory_Ganges_2006-02_r11,0,4246,476146
8,JRC_GSW1_4_Monthlyhistory_Ganges_2007-02_r11,0,4068,473433
9,JRC_GSW1_4_Monthlyhistory_Ganges_2008-02_r11,0,16152,462077
10,JRC_GSW1_4_Monthlyhistory_Ganges_2009-02_r11,0,3750,471718
11,JRC_GSW1_4_Monthlyhistory_Ganges_2010-02_r11,0,4371,475592
12,JRC_GSW1_4_Monthlyhistory_Ganges_2011-02_r11,0,67884,412181
13,JRC_GSW1_4_Monthlyhistory_Ganges_2012-02_r11,0,7219,470786
14,JRC_GSW1_4_Monthlyhistory_Ganges_2013-02_r11,0,2544,470006
15,JRC_GSW1_4_Monthlyhistory_Ganges_2014-02_r11,0,6620,464702
16,JRC_GSW1_4_Monthlyhistory_Ganges_2015-02_r11,0,74036,404393
17,JRC_GSW1_4_Monthlyhistory_Ganges_2016-02_r11,0,1289,481174
18,JRC_GSW1_4_Monthlyhistory_Ganges_2017-02_r11,0,8478,469514
19,JRC_GSW1_4_Monthlyhistory_Ganges_2018-02_r11,0,163984,318229
20,JRC_GSW1_4_Monthlyhistory_Ganges_2019-02_r11,0,3649,474245
21,JRC_GSW1_4_Monthlyhistory_Ganges_2020-02_r11,0,108900,365588
22,JRC_GSW1_4_Monthlyhistory_Ganges_2021-02_r11,0,457,473892
