,Date image,no-data: 0,non-water: 1,water: 2
0,JRC_GSW1_4_Monthlyhistory_Ganges_1999-04_r1,0,500000,0
1,JRC_GSW1_4_Monthlyhistory_Ganges_2000-04_r1,0,259347,226086
2,JRC_GSW1_4_Monthlyhistory_Ganges_2001-04_r1,0,249756,234433
3,JRC_GSW1_4_Monthlyhistory_Ganges_2002-04_r1,0,323694,164306
4,JRC_GSW1_4_Monthlyhistory_Ganges_2003-04_r1,0,277003,208854
5,JRC_GSW1_4_Monthlyhistory_Ganges_2004-04_r1,0,295314,188659
6,JRC_GSW1_4_Monthlyhistory_Ganges_2005-04_r1,0,249756,235112
7,JRC_GSW1_4_Monthlyhistory_Ganges_2006-04_r1,0,286965,203272
8,JRC_GSW1_4_Monthlyhistory_Ganges_2007-04_r1,0,249756,236188
9,JRC_GSW1_4_Monthlyhistory_Ganges_2008-04_r1,0,250564,236386
10,JRC_GSW1_4_Monthlyhistory_Ganges_2009-04_r1,0,249756,238546
11,JRC_GSW1_4_Monthlyhistory_Ganges_2010-04_r1,0,249756,240139
12,JRC_GSW1_4_Monthlyhistory_Ganges_2011-04_r1,0,283921,206359
13,JRC_GSW1_4_Monthlyhistory_Ganges_2012-04_r1,0,276160,213151
14,JRC_GSW1_4_Monthlyhistory_Ganges_2013-04_r1,0,292744,197313
15,JRC_GSW1_4_Monthlyhistory_Ganges_2014-04_r1,0,249756,236645
16,JRC_GSW1_4_Monthlyhistory_Ganges_2015-04_r1,0,267908,218702
17,JRC_GSW1_4_Monthlyhistory_Ganges_2016-04_r1,0,249756,239867
18,JRC_GSW1_4_Monthlyhistory_Ganges_2017-04_r1,0,249756,239344
19,JRC_GSW1_4_Monthlyhistory_Ganges_2018-04_r1,0,249756,238940
20,JRC_GSW1_4_Monthlyhistory_Ganges_2019-04_r1,0,249756,237302
21,JRC_GSW1_4_Monthlyhistory_Ganges_2020-04_r1,0,249756,236649
22,JRC_GSW1_4_Monthlyhistory_Ganges_2021-04_r1,0,249756,239003
