,Date image,no-data: 0,non-water: 1,water: 2
0,JRC_GSW1_4_Monthlyhistory_Ganges_1999-01_r10,0,500000,0
1,JRC_GSW1_4_Monthlyhistory_Ganges_2000-01_r10,0,500000,0
2,JRC_GSW1_4_Monthlyhistory_Ganges_2001-01_r10,0,169936,312450
3,JRC_GSW1_4_Monthlyhistory_Ganges_2002-01_r10,0,415658,68693
4,JRC_GSW1_4_Monthlyhistory_Ganges_2003-01_r10,0,183154,301042
5,JRC_GSW1_4_Monthlyhistory_Ganges_2004-01_r10,0,331210,147216
6,JRC_GSW1_4_Monthlyhistory_Ganges_2005-01_r10,0,159258,316897
7,JRC_GSW1_4_Monthlyhistory_Ganges_2006-01_r10,0,228472,250292
8,JRC_GSW1_4_Monthlyhistory_Ganges_2007-01_r10,0,247429,231707
9,JRC_GSW1_4_Monthlyhistory_Ganges_2008-01_r10,0,267175,205616
10,JRC_GSW1_4_Monthlyhistory_Ganges_2009-01_r10,0,201071,265667
11,JRC_GSW1_4_Monthlyhistory_Ganges_2010-01_r10,0,386555,102779
12,JRC_GSW1_4_Monthlyhistory_Ganges_2011-01_r10,0,441773,37121
13,JRC_GSW1_4_Monthlyhistory_Ganges_2012-01_r10,0,435581,48655
14,JRC_GSW1_4_Monthlyhistory_Ganges_2013-01_r10,0,463468,17048
15,JRC_GSW1_4_Monthlyhistory_Ganges_2014-01_r10,0,451248,40658
16,JRC_GSW1_4_Monthlyhistory_Ganges_2015-01_r10,0,211214,285396
17,JRC_GSW1_4_Monthlyhistory_Ganges_2016-01_r10,0,314929,164282
18,JRC_GSW1_4_Monthlyhistory_Ganges_2017-01_r10,0,11896,463717
19,JRC_GSW1_4_Monthlyhistory_Ganges_2018-01_r10,0,422389,64697
20,JRC_GSW1_4_Monthlyhistory_Ganges_2019-01_r10,0,333663,142518
21,JRC_GSW1_4_Monthlyhistory_Ganges_2020-01_r10,0,158418,318139
22,JRC_GSW1_4_Monthlyhistory_Ganges_2021-01_r10,0,140770,327511
