,Date image,no-data: 0,non-water: 1,water: 2
0,JRC_GSW1_4_Monthlyhistory_Ganges_1999-04_r4,0,500000,0
1,JRC_GSW1_4_Monthlyhistory_Ganges_2000-04_r4,0,369056,107606
2,JRC_GSW1_4_Monthlyhistory_Ganges_2001-04_r4,0,250727,221199
3,JRC_GSW1_4_Monthlyhistory_Ganges_2002-04_r4,0,277726,200430
4,JRC_GSW1_4_Monthlyhistory_Ganges_2003-04_r4,0,493937,5656
5,JRC_GSW1_4_Monthlyhistory_Ganges_2004-04_r4,0,249890,223486
6,JRC_GSW1_4_Monthlyhistory_Ganges_2005-04_r4,0,249782,223478
7,JRC_GSW1_4_Monthlyhistory_Ganges_2006-04_r4,0,253419,222545
8,JRC_GSW1_4_Monthlyhistory_Ganges_2007-04_r4,0,250368,224455
9,JRC_GSW1_4_Monthlyhistory_Ganges_2008-04_r4,0,249787,227121
10,JRC_GSW1_4_Monthlyhistory_Ganges_2009-04_r4,0,249782,225320
11,JRC_GSW1_4_Monthlyhistory_Ganges_2010-04_r4,0,249782,227934
12,JRC_GSW1_4_Monthlyhistory_Ganges_2011-04_r4,0,339023,147844
13,JRC_GSW1_4_Monthlyhistory_Ganges_2012-04_r4,0,254632,220318
14,JRC_GSW1_4_Monthlyhistory_Ganges_2013-04_r4,0,249782,225028
15,JRC_GSW1_4_Monthlyhistory_Ganges_2014-04_r4,0,249782,224020
16,JRC_GSW1_4_Monthlyhistory_Ganges_2015-04_r4,0,250689,222090
17,JRC_GSW1_4_Monthlyhistory_Ganges_2016-04_r4,0,252407,222250
18,JRC_GSW1_4_Monthlyhistory_Ganges_2017-04_r4,0,250323,222684
19,JRC_GSW1_4_Monthlyhistory_Ganges_2018-04_r4,0,249782,224868
20,JRC_GSW1_4_Monthlyhistory_Ganges_2019-04_r4,0,250215,223749
21,JRC_GSW1_4_Monthlyhistory_Ganges_2020-04_r4,0,249858,223130
22,JRC_GSW1_4_Monthlyhistory_Ganges_2021-04_r4,0,300963,178768
