,Date image,no-data: 0,non-water: 1,water: 2
0,JRC_GSW1_4_Monthlyhistory_Ganges_1999-04_r12,0,500000,0
1,JRC_GSW1_4_Monthlyhistory_Ganges_2000-04_r12,0,500000,0
2,JRC_GSW1_4_Monthlyhistory_Ganges_2001-04_r12,0,500000,0
3,JRC_GSW1_4_Monthlyhistory_Ganges_2002-04_r12,0,268,483688
4,JRC_GSW1_4_Monthlyhistory_Ganges_2003-04_r12,0,0,481292
5,JRC_GSW1_4_Monthlyhistory_Ganges_2004-04_r12,0,0,483251
6,JRC_GSW1_4_Monthlyhistory_Ganges_2005-04_r12,0,0,482794
7,JRC_GSW1_4_Monthlyhistory_Ganges_2006-04_r12,0,0,484265
8,JRC_GSW1_4_Monthlyhistory_Ganges_2007-04_r12,0,0,477671
9,JRC_GSW1_4_Monthlyhistory_Ganges_2008-04_r12,0,0,484393
10,JRC_GSW1_4_Monthlyhistory_Ganges_2009-04_r12,0,0,481934
11,JRC_GSW1_4_Monthlyhistory_Ganges_2010-04_r12,0,0,484662
12,JRC_GSW1_4_Monthlyhistory_Ganges_2011-04_r12,0,30,483459
13,JRC_GSW1_4_Monthlyhistory_Ganges_2012-04_r12,0,13186,466779
14,JRC_GSW1_4_Monthlyhistory_Ganges_2013-04_r12,0,23,480289
15,JRC_GSW1_4_Monthlyhistory_Ganges_2014-04_r12,0,0,478351
16,JRC_GSW1_4_Monthlyhistory_Ganges_2015-04_r12,0,0,474242
17,JRC_GSW1_4_Monthlyhistory_Ganges_2016-04_r12,0,0,484417
18,JRC_GSW1_4_Monthlyhistory_Ganges_2017-04_r12,0,0,480513
19,JRC_GSW1_4_Monthlyhistory_Ganges_2018-04_r12,0,0,483720
20,JRC_GSW1_4_Monthlyhistory_Ganges_2019-04_r12,0,0,478813
21,JRC_GSW1_4_Monthlyhistory_Ganges_2020-04_r12,0,0,475666
22,JRC_GSW1_4_Monthlyhistory_Ganges_2021-04_r12,0,0,484329
