,Date image,no-data: 0,non-water: 1,water: 2
0,JRC_GSW1_4_Monthlyhistory_Ganges_1999-04_r2,0,500000,0
1,JRC_GSW1_4_Monthlyhistory_Ganges_2000-04_r2,0,249722,238178
2,JRC_GSW1_4_Monthlyhistory_Ganges_2001-04_r2,0,249720,239339
3,JRC_GSW1_4_Monthlyhistory_Ganges_2002-04_r2,0,250338,238573
4,JRC_GSW1_4_Monthlyhistory_Ganges_2003-04_r2,0,318302,175265
5,JRC_GSW1_4_Monthlyhistory_Ganges_2004-04_r2,0,249931,238984
6,JRC_GSW1_4_Monthlyhistory_Ganges_2005-04_r2,0,249720,239703
7,JRC_GSW1_4_Monthlyhistory_Ganges_2006-04_r2,0,252576,238748
8,JRC_GSW1_4_Monthlyhistory_Ganges_2007-04_r2,0,249720,239866
9,JRC_GSW1_4_Monthlyhistory_Ganges_2008-04_r2,0,250454,240086
10,JRC_GSW1_4_Monthlyhistory_Ganges_2009-04_r2,0,249720,241303
11,JRC_GSW1_4_Monthlyhistory_Ganges_2010-04_r2,0,249720,241638
12,JRC_GSW1_4_Monthlyhistory_Ganges_2011-04_r2,0,276228,215982
13,JRC_GSW1_4_Monthlyhistory_Ganges_2012-04_r2,0,284500,207438
14,JRC_GSW1_4_Monthlyhistory_Ganges_2013-04_r2,0,249738,241469
15,JRC_GSW1_4_Monthlyhistory_Ganges_2014-04_r2,0,249720,240172
16,JRC_GSW1_4_Monthlyhistory_Ganges_2015-04_r2,0,253787,235842
17,JRC_GSW1_4_Monthlyhistory_Ganges_2016-04_r2,0,249720,241874
18,JRC_GSW1_4_Monthlyhistory_Ganges_2017-04_r2,0,249752,242480
19,JRC_GSW1_4_Monthlyhistory_Ganges_2018-04_r2,0,249720,242013
20,JRC_GSW1_4_Monthlyhistory_Ganges_2019-04_r2,0,249734,239870
21,JRC_GSW1_4_Monthlyhistory_Ganges_2020-04_r2,0,249720,239140
22,JRC_GSW1_4_Monthlyhistory_Ganges_2021-04_r2,0,249720,240899
