,Date image,no-data: 0,non-water: 1,water: 2
0,JRC_GSW1_4_Monthlyhistory_Ganges_1999-01_r3,0,500000,0
1,JRC_GSW1_4_Monthlyhistory_Ganges_2000-01_r3,0,500000,0
2,JRC_GSW1_4_Monthlyhistory_Ganges_2001-01_r3,0,449368,36986
3,JRC_GSW1_4_Monthlyhistory_Ganges_2002-01_r3,0,500000,0
4,JRC_GSW1_4_Monthlyhistory_Ganges_2003-01_r3,0,462365,32522
5,JRC_GSW1_4_Monthlyhistory_Ganges_2004-01_r3,0,477747,8087
6,JRC_GSW1_4_Monthlyhistory_Ganges_2005-01_r3,0,323448,161450
7,JRC_GSW1_4_Monthlyhistory_Ganges_2006-01_r3,0,339213,147968
8,JRC_GSW1_4_Monthlyhistory_Ganges_2007-01_r3,0,382787,104916
9,JRC_GSW1_4_Monthlyhistory_Ganges_2008-01_r3,0,441729,46668
10,JRC_GSW1_4_Monthlyhistory_Ganges_2009-01_r3,0,442267,42850
11,JRC_GSW1_4_Monthlyhistory_Ganges_2010-01_r3,0,326051,160479
12,JRC_GSW1_4_Monthlyhistory_Ganges_2011-01_r3,0,460169,28895
13,JRC_GSW1_4_Monthlyhistory_Ganges_2012-01_r3,0,384048,102296
14,JRC_GSW1_4_Monthlyhistory_Ganges_2013-01_r3,0,480131,9250
15,JRC_GSW1_4_Monthlyhistory_Ganges_2014-01_r3,0,322491,161941
16,JRC_GSW1_4_Monthlyhistory_Ganges_2015-01_r3,0,384834,106340
17,JRC_GSW1_4_Monthlyhistory_Ganges_2016-01_r3,0,445166,41435
18,JRC_GSW1_4_Monthlyhistory_Ganges_2017-01_r3,0,261529,225157
19,JRC_GSW1_4_Monthlyhistory_Ganges_2018-01_r3,0,372142,116436
20,JRC_GSW1_4_Monthlyhistory_Ganges_2019-01_r3,0,255483,232601
21,JRC_GSW1_4_Monthlyhistory_Ganges_2020-01_r3,0,258888,227193
22,JRC_GSW1_4_Monthlyhistory_Ganges_2021-01_r3,0,468493,20933
