,Date image,no-data: 0,non-water: 1,water: 2
0,JRC_GSW1_4_Monthlyhistory_Ganges_1999-04_r7,0,500000,0
1,JRC_GSW1_4_Monthlyhistory_Ganges_2000-04_r7,0,395809,97764
2,JRC_GSW1_4_Monthlyhistory_Ganges_2001-04_r7,0,408261,85371
3,JRC_GSW1_4_Monthlyhistory_Ganges_2002-04_r7,0,4749,464392
4,JRC_GSW1_4_Monthlyhistory_Ganges_2003-04_r7,0,17062,457688
5,JRC_GSW1_4_Monthlyhistory_Ganges_2004-04_r7,0,71259,407849
6,JRC_GSW1_4_Monthlyhistory_Ganges_2005-04_r7,0,70735,408065
7,JRC_GSW1_4_Monthlyhistory_Ganges_2006-04_r7,0,0,476887
8,JRC_GSW1_4_Monthlyhistory_Ganges_2007-04_r7,0,0,474071
9,JRC_GSW1_4_Monthlyhistory_Ganges_2008-04_r7,0,615,476784
10,JRC_GSW1_4_Monthlyhistory_Ganges_2009-04_r7,0,0,472099
11,JRC_GSW1_4_Monthlyhistory_Ganges_2010-04_r7,0,0,476241
12,JRC_GSW1_4_Monthlyhistory_Ganges_2011-04_r7,0,500000,0
13,JRC_GSW1_4_Monthlyhistory_Ganges_2012-04_r7,0,14750,459877
14,JRC_GSW1_4_Monthlyhistory_Ganges_2013-04_r7,0,4,474850
15,JRC_GSW1_4_Monthlyhistory_Ganges_2014-04_r7,0,0,470147
16,JRC_GSW1_4_Monthlyhistory_Ganges_2015-04_r7,0,11857,464781
17,JRC_GSW1_4_Monthlyhistory_Ganges_2016-04_r7,0,0,477863
18,JRC_GSW1_4_Monthlyhistory_Ganges_2017-04_r7,0,0,473472
19,JRC_GSW1_4_Monthlyhistory_Ganges_2018-04_r7,0,0,476587
20,JRC_GSW1_4_Monthlyhistory_Ganges_2019-04_r7,0,2,472679
21,JRC_GSW1_4_Monthlyhistory_Ganges_2020-04_r7,0,0,468913
22,JRC_GSW1_4_Monthlyhistory_Ganges_2021-04_r7,0,0,478051
