,Date image,no-data: 0,non-water: 1,water: 2
0,JRC_GSW1_4_Monthlyhistory_Ganges_1999-04_r8,0,500000,0
1,JRC_GSW1_4_Monthlyhistory_Ganges_2000-04_r8,0,500000,0
2,JRC_GSW1_4_Monthlyhistory_Ganges_2001-04_r8,0,500000,0
3,JRC_GSW1_4_Monthlyhistory_Ganges_2002-04_r8,0,219,475940
4,JRC_GSW1_4_Monthlyhistory_Ganges_2003-04_r8,0,1552,479642
5,JRC_GSW1_4_Monthlyhistory_Ganges_2004-04_r8,0,32278,448771
6,JRC_GSW1_4_Monthlyhistory_Ganges_2005-04_r8,0,32802,448596
7,JRC_GSW1_4_Monthlyhistory_Ganges_2006-04_r8,0,0,480683
8,JRC_GSW1_4_Monthlyhistory_Ganges_2007-04_r8,0,0,476143
9,JRC_GSW1_4_Monthlyhistory_Ganges_2008-04_r8,0,307,480207
10,JRC_GSW1_4_Monthlyhistory_Ganges_2009-04_r8,0,0,477363
11,JRC_GSW1_4_Monthlyhistory_Ganges_2010-04_r8,0,0,480613
12,JRC_GSW1_4_Monthlyhistory_Ganges_2011-04_r8,0,500000,0
13,JRC_GSW1_4_Monthlyhistory_Ganges_2012-04_r8,0,142,476069
14,JRC_GSW1_4_Monthlyhistory_Ganges_2013-04_r8,0,0,476786
15,JRC_GSW1_4_Monthlyhistory_Ganges_2014-04_r8,0,0,474058
16,JRC_GSW1_4_Monthlyhistory_Ganges_2015-04_r8,0,865,476061
17,JRC_GSW1_4_Monthlyhistory_Ganges_2016-04_r8,0,0,480674
18,JRC_GSW1_4_Monthlyhistory_Ganges_2017-04_r8,0,0,475179
19,JRC_GSW1_4_Monthlyhistory_Ganges_2018-04_r8,0,0,480233
20,JRC_GSW1_4_Monthlyhistory_Ganges_2019-04_r8,0,0,476766
21,JRC_GSW1_4_Monthlyhistory_Ganges_2020-04_r8,0,0,472705
22,JRC_GSW1_4_Monthlyhistory_Ganges_2021-04_r8,0,0,479831
