,Date image,no-data: 0,non-water: 1,water: 2
0,JRC_GSW1_4_Monthlyhistory_Ganges_1999-03_r4,0,500000,0
1,JRC_GSW1_4_Monthlyhistory_Ganges_2000-03_r4,0,252216,220505
2,JRC_GSW1_4_Monthlyhistory_Ganges_2001-03_r4,0,500000,0
3,JRC_GSW1_4_Monthlyhistory_Ganges_2002-03_r4,0,249789,218198
4,JRC_GSW1_4_Monthlyhistory_Ganges_2003-03_r4,0,251907,223083
5,JRC_GSW1_4_Monthlyhistory_Ganges_2004-03_r4,0,249785,223531
6,JRC_GSW1_4_Monthlyhistory_Ganges_2005-03_r4,0,250232,221139
7,JRC_GSW1_4_Monthlyhistory_Ganges_2006-03_r4,0,249979,223753
8,JRC_GSW1_4_Monthlyhistory_Ganges_2007-03_r4,0,249913,223902
9,JRC_GSW1_4_Monthlyhistory_Ganges_2008-03_r4,0,249783,226740
10,JRC_GSW1_4_Monthlyhistory_Ganges_2009-03_r4,0,251496,222355
11,JRC_GSW1_4_Monthlyhistory_Ganges_2010-03_r4,0,249916,227677
12,JRC_GSW1_4_Monthlyhistory_Ganges_2011-03_r4,0,249964,226273
13,JRC_GSW1_4_Monthlyhistory_Ganges_2012-03_r4,0,251012,225980
14,JRC_GSW1_4_Monthlyhistory_Ganges_2013-03_r4,0,253990,218735
15,JRC_GSW1_4_Monthlyhistory_Ganges_2014-03_r4,0,249787,221561
16,JRC_GSW1_4_Monthlyhistory_Ganges_2015-03_r4,0,249782,221472
17,JRC_GSW1_4_Monthlyhistory_Ganges_2016-03_r4,0,249782,223436
18,JRC_GSW1_4_Monthlyhistory_Ganges_2017-03_r4,0,251858,218399
19,JRC_GSW1_4_Monthlyhistory_Ganges_2018-03_r4,0,249782,223907
20,JRC_GSW1_4_Monthlyhistory_Ganges_2019-03_r4,0,250029,221652
21,JRC_GSW1_4_Monthlyhistory_Ganges_2020-03_r4,0,249811,220583
22,JRC_GSW1_4_Monthlyhistory_Ganges_2021-03_r4,0,249782,223336
